city,month,temperature,humidity,wind_speed,risk_score,risk_category
Hyderabad,8,30.7,35.5,16.5,13.47,Low
Lucknow,10,20.7,35.0,3.7,6.38,Low
Thiruvananthapuram,5,20.2,39.0,1.7,7.52,Low
Ahmedabad,7,34.5,59.0,0.8,42.2,Medium
Chennai,3,33.2,39.9,4.6,25.09,Medium
Bengaluru,6,39.2,60.0,10.0,67.43,High
Delhi,3,38.7,34.8,2.0,43.28,Medium
Nagpur,6,36.9,30.7,4.4,33.54,Medium
Nagpur,3,30.7,23.9,2.3,13.52,Low
Chandigarh,6,28.4,27.1,0.6,10.76,Low
Chandigarh,8,28.1,17.6,12.4,6.41,Low
Nagpur,8,39.5,37.3,9.6,47.22,Medium
Bengaluru,12,25.1,32.5,8.4,5.26,Low
Varanasi,10,23.4,17.9,1.7,3.3,Low
Varanasi,4,49.3,66.3,2.9,86.66,Severe
Ahmedabad,5,40.4,56.1,4.3,70.14,High
Nagpur,5,41.7,55.8,5.8,71.91,High
Mumbai,12,27.2,24.6,4.7,7.66,Low
Bhopal,4,34.0,50.4,8.3,33.05,Medium
Chennai,1,37.6,39.4,2.6,41.91,Medium
Thiruvananthapuram,5,28.7,32.3,3.3,11.83,Low
Delhi,4,49.4,57.2,2.7,85.03,Severe
Nagpur,4,39.9,77.7,0.9,74.23,High
Delhi,4,39.5,76.4,1.3,73.26,High
Jaipur,4,44.1,66.1,0.5,78.7,Severe
Bhopal,8,34.2,54.6,2.4,37.52,Medium
Bhopal,7,31.8,28.2,4.2,16.29,Low
Ahmedabad,4,41.3,48.2,5.3,67.17,High
Kolkata,1,21.2,35.6,4.5,6.37,Low
Kolkata,5,39.4,50.9,8.4,59.18,High
Patna,4,41.9,45.9,1.5,68.48,High
Lucknow,11,20.9,16.8,7.9,2.04,Low
Hyderabad,5,42.8,45.7,18.4,69.55,High
Delhi,5,35.6,56.2,1.4,45.42,Medium
Hyderabad,5,44.3,75.4,0.2,80.93,Severe
Bengaluru,9,36.2,57.3,10.1,47.87,Medium
Chennai,10,36.9,34.0,2.0,35.8,Medium
Ahmedabad,3,37.8,31.6,9.2,36.51,Medium
Hyderabad,6,46.1,71.8,5.4,82.22,Severe
Mumbai,5,43.1,51.9,9.8,72.71,High
Bhopal,4,40.1,59.4,0.5,70.96,High
Bengaluru,4,39.8,64.6,6.5,70.52,High
Bhopal,6,42.9,45.6,9.3,71.21,High
Bengaluru,5,43.4,45.6,5.6,72.63,High
Patna,3,22.1,25.2,6.8,3.91,Low
Bengaluru,4,41.0,50.5,3.6,68.38,High
Delhi,1,33.8,58.4,1.5,38.33,Medium
Lucknow,6,41.5,65.3,5.4,73.56,High
Bengaluru,5,25.7,26.0,1.1,6.14,Low
Delhi,4,36.9,39.6,3.0,39.11,Medium
Chennai,3,25.7,34.5,3.4,7.45,Low
Chandigarh,4,45.1,68.6,1.1,80.7,Severe
Bhopal,5,44.6,92.1,6.2,83.75,Severe
Bengaluru,5,49.3,64.3,0.4,86.67,Severe
Lucknow,6,42.1,45.1,12.5,66.82,High
Varanasi,5,50.0,55.9,2.4,85.78,Severe
Bhopal,4,41.6,68.7,4.5,74.55,High
Bhopal,5,40.1,54.5,0.3,68.26,High
Patna,9,36.6,47.2,15.6,41.01,Medium
Varanasi,9,23.8,25.0,1.5,4.75,Low
Jaipur,4,48.9,70.3,3.2,86.77,Severe
Bengaluru,4,39.4,61.7,14.2,68.01,High
Nagpur,6,33.9,39.3,0.7,27.92,Medium
Jaipur,12,33.9,38.7,6.5,26.66,Medium
Lucknow,4,40.3,57.0,1.6,70.61,High
Jaipur,6,44.6,67.1,3.8,79.15,Severe
Lucknow,4,41.4,70.0,4.5,74.49,High
Delhi,5,42.5,65.5,26.7,71.65,High
Varanasi,5,34.9,52.9,1.8,39.65,Medium
Bhopal,12,23.9,34.8,1.9,6.64,Low
Nagpur,5,48.6,79.0,12.3,86.51,Severe
Jaipur,9,25.0,16.6,0.0,3.32,Low
Mumbai,4,39.2,71.3,11.0,70.15,High
Varanasi,5,39.7,64.2,5.4,70.46,High
Bengaluru,4,42.8,68.1,19.6,73.83,High
Patna,10,26.9,16.2,4.2,5.58,Low
Ahmedabad,5,46.3,67.3,0.4,82.47,Severe
Lucknow,4,30.0,17.2,1.3,11.22,Low
Bengaluru,4,40.1,63.8,2.2,71.55,High
Varanasi,2,22.4,34.2,11.4,4.94,Low
Mumbai,5,42.4,46.4,6.4,70.99,High
Jaipur,5,48.6,58.0,5.4,83.46,Severe
Chennai,2,38.1,45.3,5.8,48.04,Medium
Hyderabad,10,27.9,34.4,9.0,10.02,Low
Mumbai,5,48.3,68.4,0.2,85.93,Severe
Lucknow,4,39.9,62.6,9.1,69.84,High
Mumbai,9,27.4,16.7,4.7,6.4,Low
Patna,8,35.6,32.0,5.8,29.44,Medium
Varanasi,4,49.2,84.9,3.6,90.1,Severe
Thiruvananthapuram,5,48.9,81.6,1.9,89.24,Severe
Varanasi,3,21.8,23.0,5.4,3.7,Low
Bhopal,4,40.4,73.7,14.5,71.96,High
Delhi,1,33.6,52.9,5.3,33.35,Medium
Nagpur,5,26.3,16.8,6.6,4.34,Low
Varanasi,4,34.2,56.2,7.3,37.76,Medium
Patna,3,26.3,33.3,1.6,8.47,Low
Bengaluru,6,49.7,58.7,0.2,86.23,Severe
Bengaluru,3,22.3,26.7,5.3,4.46,Low
Chandigarh,5,45.7,68.1,1.5,81.49,Severe
Kolkata,4,48.0,66.8,1.1,84.98,Severe
Ahmedabad,6,41.1,49.1,7.9,66.64,High
Mumbai,8,20.0,17.4,8.1,2.13,Low
Jaipur,3,35.3,34.0,4.0,29.69,Medium
Chandigarh,6,47.5,86.1,2.0,87.89,Severe
Bhopal,6,46.4,67.6,1.2,82.56,Severe
Jaipur,6,21.6,24.5,1.9,4.58,Low
Bengaluru,4,47.5,91.8,4.4,88.63,Severe
Lucknow,11,35.3,54.5,3.2,42.4,Medium
Kolkata,4,26.3,22.8,0.8,6.51,Low
Thiruvananthapuram,5,42.6,50.3,0.3,73.17,High
Kolkata,6,35.4,46.2,6.7,36.58,Medium
Chandigarh,10,25.1,15.7,2.0,2.97,Low
Delhi,5,30.5,32.2,0.1,15.22,Low
Chandigarh,11,22.4,31.3,9.4,4.69,Low
Delhi,12,20.7,15.2,7.4,1.81,Low
Bengaluru,9,34.8,49.5,0.7,37.15,Medium
Chandigarh,5,39.6,71.9,0.9,72.59,High
Hyderabad,7,24.5,18.6,1.4,3.49,Low
Kolkata,6,42.2,53.0,2.7,72.67,High
Jaipur,5,46.2,69.8,10.8,81.08,Severe
Bengaluru,5,48.2,93.8,0.1,90.86,Severe
Hyderabad,9,35.4,35.8,5.0,30.8,Medium
Hyderabad,7,23.4,27.6,0.7,5.4,Low
Thiruvananthapuram,4,34.2,50.8,6.2,34.48,Medium
Patna,10,21.3,10.1,6.1,1.0,Low
Delhi,5,28.1,20.0,1.8,8.66,Low
Mumbai,1,30.4,39.4,3.1,16.1,Low
Varanasi,3,23.3,27.7,2.7,5.09,Low
Hyderabad,6,40.0,73.3,10.4,71.93,High
Jaipur,1,38.8,42.1,0.6,49.51,Medium
Hyderabad,5,30.7,34.7,6.0,15.06,Low
Mumbai,4,24.7,13.9,6.7,1.66,Low
Patna,6,49.6,74.7,0.3,89.25,Severe
Chennai,6,46.0,94.2,0.6,87.34,Severe
Bhopal,6,41.6,69.3,7.5,74.17,High
Nagpur,5,42.1,50.2,3.1,71.88,High
Kolkata,5,40.2,59.2,13.8,68.86,High
Nagpur,3,37.0,37.4,6.3,37.54,Medium
Bengaluru,9,34.8,51.7,2.3,38.31,Medium
Chennai,5,43.1,63.7,11.2,74.83,High
Ahmedabad,4,41.3,52.2,8.9,70.04,High
Hyderabad,6,39.3,72.9,3.0,71.96,High
Bhopal,5,44.6,84.4,4.1,82.56,Severe
Nagpur,2,21.6,23.3,3.6,4.06,Low
Thiruvananthapuram,6,40.2,47.3,9.6,59.59,High
Jaipur,6,40.5,72.8,17.8,71.39,High
Chennai,10,26.2,17.6,26.4,1.04,Low
Patna,4,47.1,78.8,1.4,85.89,Severe
Chennai,12,35.0,55.5,3.5,41.65,Medium
Ahmedabad,2,21.6,28.9,0.3,5.73,Low
Lucknow,8,38.2,37.6,1.8,43.26,Medium
Ahmedabad,6,40.4,62.0,5.6,71.11,High
Delhi,7,26.9,11.3,0.8,5.17,Low
Nagpur,4,31.9,24.5,26.0,11.81,Low
Bhopal,12,26.2,15.9,9.8,3.47,Low
Lucknow,7,21.2,11.3,1.2,2.06,Low
Kolkata,1,25.9,15.4,2.7,4.07,Low
Bengaluru,5,39.6,70.8,1.9,72.2,High
Chennai,3,24.6,35.2,0.9,6.89,Low
Bengaluru,12,35.6,32.1,13.5,28.2,Medium
Bhopal,7,37.7,46.5,0.0,48.12,Medium
Lucknow,4,20.8,36.3,12.6,5.16,Low
Bhopal,4,39.9,73.6,8.0,72.23,High
Bengaluru,6,40.9,47.3,0.1,64.87,High
Thiruvananthapuram,7,30.6,17.8,4.7,11.74,Low
Chennai,5,40.7,63.7,6.9,71.71,High
Delhi,6,26.2,27.7,3.1,6.94,Low
Hyderabad,2,20.6,38.8,6.8,6.63,Low
Ahmedabad,5,23.9,20.6,4.2,3.42,Low
Lucknow,7,34.7,55.1,9.2,39.01,Medium
Chandigarh,4,42.1,48.3,5.5,71.1,High
Jaipur,6,41.5,53.1,5.2,71.15,High
Lucknow,3,27.8,15.2,12.4,5.45,Low
Bhopal,6,39.8,46.8,2.3,58.25,High
Varanasi,6,39.5,58.3,0.0,69.02,High
Bhopal,10,33.3,54.8,5.6,33.15,Medium
Hyderabad,4,20.1,23.9,19.9,1.46,Low
Thiruvananthapuram,8,23.6,12.3,1.1,2.28,Low
Chennai,4,41.0,71.0,4.2,74.1,High
Varanasi,4,40.5,68.0,4.3,72.68,High
Bengaluru,4,48.5,66.2,0.7,85.72,Severe
Delhi,5,29.8,30.5,1.1,13.6,Low
Delhi,7,36.0,45.1,6.1,38.5,Medium
Delhi,4,44.2,72.8,1.9,79.96,Severe
Chandigarh,4,47.5,55.2,3.7,81.42,Severe
Bhopal,5,44.1,69.1,3.3,78.83,Severe
Nagpur,5,44.7,65.6,5.4,78.74,Severe
Bengaluru,2,29.7,37.1,5.8,13.97,Low
Bhopal,5,38.7,41.4,4.6,47.83,Medium
Lucknow,6,38.1,30.2,5.4,37.4,Medium
Mumbai,8,34.5,34.9,1.6,27.75,Medium
Delhi,6,29.9,13.3,11.2,8.63,Low
Bhopal,12,27.1,36.6,3.2,10.15,Low
Delhi,5,36.6,51.4,3.3,46.25,Medium
Kolkata,2,22.5,21.4,21.8,0.65,Low
Hyderabad,5,47.7,55.0,2.4,81.92,Severe
Thiruvananthapuram,4,40.0,68.1,22.8,68.82,High
Nagpur,5,40.2,45.3,0.5,59.11,High
Kolkata,12,37.4,39.1,2.1,40.96,Medium
Kolkata,5,47.5,91.5,2.8,88.83,Severe
Bhopal,4,47.7,90.0,1.1,89.14,Severe
Bengaluru,6,34.4,44.8,9.4,31.22,Medium
Nagpur,12,22.8,10.7,12.2,0.11,Low
Varanasi,4,41.6,47.7,0.1,69.12,High
Varanasi,5,39.3,53.2,3.0,61.87,High
Bhopal,6,43.4,57.6,6.6,74.86,High
Patna,1,33.5,42.8,3.5,27.73,Medium
Chandigarh,9,25.0,38.0,12.1,5.58,Low
Bengaluru,6,44.1,76.6,6.1,79.86,Severe
Nagpur,6,43.9,51.0,11.5,73.52,High
Patna,9,36.8,37.8,5.3,37.17,Medium
Chandigarh,4,39.8,67.9,5.6,71.33,High
Delhi,9,28.8,29.6,11.2,10.13,Low
Thiruvananthapuram,11,28.2,16.8,0.8,8.35,Low
Kolkata,6,41.4,67.2,5.4,73.78,High
Lucknow,6,40.6,51.1,7.1,66.21,High
Thiruvananthapuram,5,21.2,15.4,9.6,1.48,Low
Ahmedabad,9,30.3,22.2,2.4,12.52,Low
Patna,4,43.9,54.2,15.5,73.5,High
Chennai,4,33.5,40.6,0.2,27.21,Medium
Bengaluru,6,48.2,81.2,3.7,87.74,Severe
Jaipur,8,31.8,22.4,8.4,13.96,Low
Kolkata,8,20.6,26.5,2.0,4.97,Low
Nagpur,3,33.5,46.6,0.7,30.16,Medium
Bengaluru,1,38.6,31.1,24.8,36.59,Medium
Patna,4,46.2,56.7,4.7,79.48,Severe
Chandigarh,7,20.2,24.3,7.0,3.69,Low
Delhi,6,40.0,70.8,3.1,72.64,High
Lucknow,2,28.9,16.8,0.4,9.53,Low
Bhopal,5,45.7,83.0,3.7,84.1,Severe
Chennai,5,46.4,91.8,0.3,87.55,Severe
Kolkata,8,30.5,23.0,0.3,13.35,Low
Hyderabad,3,29.0,34.3,3.2,12.73,Low
Jaipur,6,40.9,74.9,3.9,74.77,High
Nagpur,3,24.2,30.3,5.0,5.23,Low
Bengaluru,2,36.8,44.8,9.7,41.14,Medium
Delhi,6,30.2,11.5,10.7,8.84,Low
Jaipur,5,41.8,56.8,1.3,73.02,High
Ahmedabad,6,39.5,75.8,1.7,73.08,High
Jaipur,6,44.8,76.0,3.4,81.31,Severe
Chennai,6,36.8,32.6,30.0,29.96,Medium
Thiruvananthapuram,3,32.0,30.3,10.6,16.49,Low
Kolkata,7,23.6,13.2,3.5,2.06,Low
Bhopal,4,20.2,22.6,0.2,4.49,Low
Bengaluru,5,47.6,78.0,0.3,86.71,Severe
Hyderabad,12,34.9,48.9,4.5,36.56,Medium
Patna,4,40.8,55.7,5.5,70.5,High
Bhopal,6,47.2,64.9,2.7,83.05,Severe
Patna,5,48.7,61.4,5.4,84.3,Severe
Patna,6,40.6,46.9,9.1,61.36,High
Thiruvananthapuram,9,30.4,33.3,8.8,13.83,Low
Jaipur,7,38.0,48.1,14.9,48.38,Medium
Nagpur,10,36.2,53.2,1.4,46.04,Medium
Bhopal,5,42.3,67.6,14.0,73.87,High
Bengaluru,6,39.5,54.4,5.0,63.92,High
Kolkata,4,40.0,69.2,3.1,72.32,High
Bengaluru,10,25.5,31.3,24.7,2.94,Low
Bengaluru,11,36.9,40.8,9.9,38.76,Medium
Mumbai,6,39.7,58.2,2.3,69.73,High
Nagpur,4,39.7,71.7,15.0,70.36,High
Mumbai,12,21.7,33.5,3.3,6.15,Low
Bhopal,3,30.9,10.6,2.3,11.18,Low
Delhi,8,33.8,57.3,1.3,37.64,Medium
Ahmedabad,11,36.8,51.6,1.5,47.67,Medium
Kolkata,11,37.7,32.2,8.3,36.65,Medium
Chandigarh,4,36.9,35.6,3.6,36.49,Medium
Kolkata,2,26.0,27.5,5.2,6.23,Low
Nagpur,12,33.9,50.9,0.8,34.18,Medium
Nagpur,1,25.1,14.6,1.6,2.81,Low
Varanasi,4,39.7,76.3,5.2,72.91,High
Nagpur,4,44.9,47.8,24.6,72.3,High
Varanasi,6,29.0,37.2,8.5,12.42,Low
Bengaluru,3,27.3,26.4,1.6,8.69,Low
Delhi,9,26.4,32.4,10.5,6.97,Low
Patna,4,41.0,55.7,1.5,71.49,High
Bhopal,11,34.7,37.1,3.3,29.24,Medium
Jaipur,7,36.6,50.9,17.1,43.55,Medium
Jaipur,5,43.8,49.9,2.7,74.61,High
Chennai,12,36.7,37.2,13.3,35.08,Medium
Bhopal,5,43.6,48.3,7.1,73.24,High
Bhopal,6,34.2,47.0,14.6,30.82,Medium
Nagpur,5,39.4,59.8,3.6,69.4,High
Lucknow,7,27.2,22.4,19.0,4.83,Low
Chennai,6,40.1,70.7,7.8,72.0,High
Hyderabad,5,20.7,27.6,11.0,3.69,Low
Bengaluru,8,36.8,42.7,5.8,40.32,Medium
Kolkata,1,37.7,41.8,0.0,44.5,Medium
Chennai,5,44.9,70.4,0.1,80.9,Severe
Bengaluru,5,22.8,29.0,14.3,3.42,Low
Patna,6,44.8,87.8,1.6,83.97,Severe
Chandigarh,7,34.8,54.3,17.6,37.52,Medium
Delhi,12,26.7,36.5,1.3,9.8,Low
Mumbai,4,39.8,56.0,3.2,67.7,High
Ahmedabad,6,45.5,94.2,0.6,86.54,Severe
Patna,6,21.1,19.6,0.7,3.8,Low
Hyderabad,10,34.9,57.3,3.7,42.43,Medium
Delhi,6,37.0,45.1,0.1,43.84,Medium
Ahmedabad,11,37.4,34.7,7.7,37.16,Medium
Delhi,8,26.3,30.1,10.1,6.42,Low
Patna,4,37.8,41.1,3.6,43.81,Medium
Chandigarh,5,42.2,51.9,1.0,72.73,High
Nagpur,4,39.3,63.8,7.3,69.42,High
Hyderabad,5,48.4,62.1,4.9,84.04,Severe
Chennai,6,23.4,10.6,3.4,1.55,Low
Chennai,5,49.8,72.8,2.2,88.87,Severe
Nagpur,2,25.7,11.7,17.1,0.61,Low
Patna,2,37.1,40.7,1.1,40.98,Medium
Bengaluru,9,20.1,24.5,0.8,4.77,Low
Hyderabad,4,34.6,57.9,14.3,39.65,Medium
Bengaluru,4,39.9,49.0,6.8,60.2,High
Kolkata,5,40.6,56.8,30.0,66.32,High
Delhi,7,33.5,41.1,10.7,25.7,Medium
Patna,5,42.6,57.9,4.6,73.97,High
Bhopal,4,48.5,89.6,1.6,90.25,Severe
Thiruvananthapuram,5,33.7,40.5,10.9,26.09,Medium
Patna,12,23.4,18.4,2.4,3.28,Low
Delhi,5,47.8,56.1,3.3,82.15,Severe
Kolkata,6,42.5,67.9,10.9,74.76,High
Patna,6,49.7,70.9,0.8,88.57,Severe
Thiruvananthapuram,2,34.2,32.0,3.5,25.12,Medium
Jaipur,3,24.7,30.0,1.5,5.75,Low
Patna,2,30.6,38.0,14.9,14.25,Low
Ahmedabad,10,20.6,28.7,0.4,5.67,Low
Chandigarh,6,40.6,71.6,2.4,73.88,High
Patna,6,39.7,68.6,0.4,72.17,High
Varanasi,6,45.5,70.2,0.5,81.76,Severe
Bhopal,8,36.0,38.6,1.0,35.26,Medium
Hyderabad,9,30.4,39.8,8.4,15.36,Low
Ahmedabad,4,46.7,65.6,6.7,81.72,Severe
Jaipur,5,39.3,47.8,6.4,55.98,High
Thiruvananthapuram,8,35.7,48.8,4.8,39.93,Medium
Mumbai,4,49.0,64.9,0.7,86.26,Severe
Hyderabad,3,26.0,12.1,2.3,3.64,Low
Thiruvananthapuram,11,35.5,33.0,8.5,29.14,Medium
Bengaluru,12,34.3,40.5,5.1,29.23,Medium
Ahmedabad,5,47.7,82.6,4.2,87.14,Severe
Mumbai,12,20.9,26.0,12.8,3.07,Low
Patna,3,36.6,40.6,1.6,38.78,Medium
Delhi,6,27.7,12.4,8.1,5.45,Low
Chandigarh,12,26.5,19.3,5.7,5.31,Low
Bhopal,5,47.5,93.2,0.8,89.51,Severe
Jaipur,7,36.0,38.4,3.8,34.68,Medium
Mumbai,4,43.5,46.6,9.4,72.35,High
Ahmedabad,4,49.1,58.5,0.3,85.21,Severe
Mumbai,6,44.4,90.3,3.4,83.53,Severe
Chandigarh,9,33.2,41.0,1.6,26.1,Medium
Lucknow,8,25.4,12.9,2.8,2.75,Low
Kolkata,8,27.7,19.5,5.8,7.25,Low
Kolkata,6,39.5,58.9,10.3,67.98,High
Hyderabad,10,34.5,36.2,0.8,28.51,Medium
Ahmedabad,7,23.2,28.7,3.2,5.21,Low
Lucknow,7,25.9,10.1,4.2,2.76,Low
Bengaluru,4,23.5,39.4,5.5,6.96,Low
Lucknow,6,40.2,51.8,3.0,65.41,High
Jaipur,6,36.2,50.4,6.3,43.09,Medium
Bengaluru,5,43.3,53.5,26.7,70.53,High
Patna,5,40.6,46.4,4.8,61.56,High
Hyderabad,10,37.1,46.6,2.6,44.99,Medium
Kolkata,5,48.5,64.1,3.1,84.9,Severe
Lucknow,4,39.5,78.2,5.1,72.99,High
Varanasi,12,35.6,44.1,1.9,36.88,Medium
Thiruvananthapuram,12,28.7,32.4,4.9,11.58,Low
Ahmedabad,11,36.8,36.8,22.0,33.77,Medium
Chandigarh,7,38.5,37.1,2.0,44.11,Medium
Ahmedabad,4,45.3,76.4,3.3,82.21,Severe
Mumbai,1,37.9,38.7,1.1,42.92,Medium
Kolkata,2,29.9,39.5,2.0,15.41,Low
Varanasi,8,26.0,27.9,0.4,7.11,Low
Lucknow,6,47.3,88.7,4.2,87.72,Severe
Thiruvananthapuram,6,39.7,74.7,2.3,73.08,High
Varanasi,1,36.0,31.9,9.3,30.19,Medium
Hyderabad,4,41.5,67.4,0.2,74.85,High
Kolkata,10,20.7,34.4,16.9,4.06,Low
Chandigarh,4,34.9,42.0,9.0,31.65,Medium
Thiruvananthapuram,11,24.1,36.2,0.1,7.22,Low
Varanasi,11,39.4,31.7,10.3,42.48,Medium
Ahmedabad,1,30.7,10.9,1.6,11.03,Low
Kolkata,6,34.6,33.1,3.2,26.99,Medium
Thiruvananthapuram,4,41.5,50.0,0.3,71.19,High
Bhopal,9,25.2,27.3,8.0,4.45,Low
Hyderabad,10,33.5,58.6,1.5,37.07,Medium
Bengaluru,5,45.2,66.5,4.3,79.9,Severe
Varanasi,4,44.0,48.5,3.5,74.52,High
Jaipur,11,31.8,27.1,1.8,16.35,Low
Chandigarh,6,40.6,51.0,4.9,66.46,High
Chennai,6,40.7,60.3,0.1,72.16,High
Ahmedabad,4,45.2,92.4,2.6,85.37,Severe
Hyderabad,4,40.2,72.6,7.3,72.62,High
Bengaluru,12,34.9,59.2,1.8,44.15,Medium
Bhopal,4,45.0,89.1,2.0,84.49,Severe
Ahmedabad,4,39.2,57.6,8.3,65.07,High
Mumbai,8,35.4,34.6,3.1,30.49,Medium
Hyderabad,6,42.2,48.2,30.0,67.16,High
Bengaluru,6,40.1,68.9,8.4,71.54,High
Chennai,6,39.0,54.0,11.5,59.61,High
Chandigarh,1,29.2,22.3,6.4,10.11,Low
Lucknow,5,41.0,70.6,5.2,73.85,High
Hyderabad,6,46.5,79.6,3.8,84.69,Severe
Jaipur,2,38.7,31.6,0.4,41.36,Medium
Delhi,5,44.4,66.1,0.9,79.11,Severe
Varanasi,7,22.1,27.0,2.1,5.05,Low
Bengaluru,2,37.5,34.1,5.3,37.57,Medium
Bhopal,4,31.3,14.2,3.1,12.4,Low
Lucknow,6,41.5,60.0,9.9,71.75,High
Kolkata,4,47.0,73.7,4.8,84.14,Severe
Chennai,2,30.5,26.2,2.0,13.71,Low
Thiruvananthapuram,6,38.5,43.3,4.0,48.56,Medium
Nagpur,10,35.9,32.2,0.6,31.44,Medium
Mumbai,10,36.8,53.1,6.5,48.05,Medium
Chennai,5,45.2,53.4,21.1,74.48,High
Mumbai,2,34.5,39.3,5.8,29.23,Medium
Jaipur,5,39.8,66.0,3.2,71.35,High
Chandigarh,6,39.2,71.4,21.5,68.42,High
Thiruvananthapuram,5,47.3,92.4,0.6,89.06,Severe
Lucknow,5,24.0,34.1,0.0,6.82,Low
Mumbai,5,47.3,64.2,2.3,83.14,Severe
Kolkata,5,36.9,41.6,3.3,40.4,Medium
Varanasi,7,29.2,32.6,5.3,12.36,Low
Bhopal,1,22.5,26.7,11.6,3.41,Low
Varanasi,4,44.5,71.3,5.2,79.59,Severe
Hyderabad,4,40.6,48.7,18.5,61.69,High
Bhopal,6,45.0,51.3,18.2,74.23,High
Delhi,6,44.6,69.5,1.1,80.08,Severe
Thiruvananthapuram,3,23.7,20.2,0.5,3.96,Low
Hyderabad,12,21.3,16.1,30.0,0.0,Low
Chennai,9,21.9,39.5,11.0,6.07,Low
Lucknow,5,43.2,45.2,0.2,73.13,High
Mumbai,7,35.0,46.7,7.9,35.03,Medium
Hyderabad,11,25.2,30.2,1.9,6.04,Low
Ahmedabad,7,34.4,43.3,0.4,31.89,Medium
Lucknow,1,26.4,24.9,3.0,6.72,Low
Chandigarh,5,41.6,72.1,12.9,73.83,High
Chandigarh,4,39.9,62.7,4.5,70.63,High
Bengaluru,2,27.4,20.4,1.4,7.69,Low
Nagpur,4,48.4,69.4,3.9,85.67,Severe
Thiruvananthapuram,12,36.6,51.5,2.2,46.51,Medium
Thiruvananthapuram,6,39.4,59.0,10.3,67.48,High
Lucknow,5,48.8,84.7,3.2,89.49,Severe
Nagpur,6,37.6,45.3,1.0,46.54,Medium
Delhi,9,36.1,54.9,2.2,46.75,Medium
Lucknow,1,36.9,45.1,0.9,43.26,Medium
Kolkata,10,37.6,34.5,4.8,38.29,Medium
Patna,12,39.9,35.2,2.7,48.4,Medium
Thiruvananthapuram,2,27.2,10.7,2.3,5.28,Low
Nagpur,11,40.0,35.1,8.9,47.71,Medium
Patna,6,42.6,54.7,1.4,73.87,High
Bengaluru,5,44.9,69.0,7.9,79.32,Severe
Delhi,8,23.3,36.3,17.3,4.38,Low
Chennai,6,41.3,55.1,0.8,71.97,High
Patna,12,21.2,20.8,1.9,3.84,Low
Ahmedabad,12,27.6,32.8,1.0,10.55,Low
Hyderabad,12,26.5,34.1,4.3,8.5,Low
Jaipur,6,36.5,56.6,13.1,48.34,Medium
Lucknow,6,48.0,92.5,3.2,89.77,Severe
Hyderabad,5,37.7,41.6,1.8,44.05,Medium
Thiruvananthapuram,7,36.3,47.7,13.1,40.44,Medium
Ahmedabad,5,21.4,13.8,1.3,2.54,Low
Kolkata,6,43.1,62.5,21.2,72.93,High
Kolkata,2,36.6,34.5,0.4,35.24,Medium
Lucknow,5,39.4,66.2,9.9,69.63,High
Mumbai,5,48.5,86.6,2.1,89.57,Severe
Thiruvananthapuram,11,23.0,31.4,13.5,4.03,Low
Jaipur,10,31.8,29.5,8.1,16.06,Low
Chennai,6,34.0,37.1,3.6,26.73,Medium
Lucknow,4,33.2,57.3,4.4,34.41,Medium
Jaipur,6,38.1,43.0,6.8,46.04,Medium
Nagpur,11,22.3,12.1,0.6,2.32,Low
Chennai,7,25.6,25.1,0.8,5.85,Low
Delhi,9,31.9,33.3,1.5,18.74,Low
Patna,2,38.5,43.6,4.1,48.79,Medium
Bhopal,4,42.0,48.4,22.9,68.06,High
Hyderabad,4,40.8,76.2,17.0,72.69,High
Delhi,1,36.7,50.7,6.8,45.59,Medium
Chandigarh,4,41.8,56.7,2.5,72.8,High
Ahmedabad,4,41.8,73.7,14.8,74.15,High
Bhopal,12,25.5,30.6,14.5,4.5,Low
Varanasi,11,31.0,14.1,18.0,9.42,Low
Delhi,5,48.7,68.3,3.1,86.06,Severe
Chandigarh,4,40.3,77.4,0.7,74.84,High
Bengaluru,4,39.8,54.9,1.4,66.78,High
Varanasi,11,37.9,42.5,5.0,45.06,Medium
Lucknow,5,39.1,31.0,3.1,42.04,Medium
Delhi,12,24.5,12.1,0.5,2.34,Low
Thiruvananthapuram,4,44.1,60.3,0.4,77.55,Severe
Bengaluru,4,44.3,83.2,1.0,82.35,Severe
Varanasi,9,25.0,11.5,0.2,2.27,Low
Lucknow,12,23.2,24.2,2.4,4.44,Low
Delhi,5,39.4,65.3,10.0,69.43,High
Chennai,12,35.1,46.2,9.0,34.95,Medium
Chandigarh,5,45.2,70.9,5.9,80.52,Severe
Chandigarh,5,45.1,73.8,3.4,81.35,Severe
Mumbai,8,36.3,56.1,2.1,48.73,Medium
Varanasi,5,41.6,63.4,11.3,72.36,High
Lucknow,12,35.7,38.3,5.1,33.26,Medium
Hyderabad,7,33.1,50.1,4.4,29.85,Medium
Patna,5,42.2,63.0,4.4,74.39,High
Nagpur,4,48.5,76.0,1.2,87.6,Severe
Hyderabad,10,23.7,22.4,7.5,3.23,Low
Thiruvananthapuram,5,39.8,60.1,0.4,70.63,High
Chennai,5,39.5,70.0,0.1,72.18,High
Kolkata,4,39.2,37.6,2.9,47.29,Medium
Delhi,6,47.3,79.6,0.4,86.53,Severe
Patna,5,46.4,56.5,0.8,80.41,Severe
Jaipur,7,36.5,31.0,6.2,31.99,Medium
Patna,2,36.6,40.0,1.9,38.34,Medium
Kolkata,4,43.6,55.4,15.9,73.19,High
Patna,10,39.3,37.9,7.5,47.19,Medium
